ImageId,PredictionString,target
ILSVRC2012_val_00008895,n12620546 0 63 227 312 n12620546 229 200 336 302 n12620546 225 3 335 117 n12620546 335 203 428 317 n12620546 254 113 363 215 n12620546 176 96 270 193 n12620546 283 70 389 201 n12620546 206 259 303 347 n12620546 157 67 229 120 n12620546 129 125 179 177 ,n12620546
ILSVRC2012_val_00048728,n12768682 255 150 360 243 n12768682 172 193 238 255 n12768682 186 103 254 178 n12768682 229 32 337 129 n12768682 225 232 319 318 n12768682 76 78 161 185 n12768682 332 87 404 181 ,n12768682
ILSVRC2012_val_00036334,n12985857 67 19 440 421 ,n12985857
ILSVRC2012_val_00044877,n12998815 238 94 499 352 ,n12998815
ILSVRC2012_val_00043208,n13037406 87 50 407 249 ,n13037406
ILSVRC2012_val_00001743,n13040303 133 80 469 441 ,n13040303
ILSVRC2012_val_00039327,n13044778 92 136 405 407 ,n13044778
ILSVRC2012_val_00006421,n13052670 0 2 499 354 ,n13052670
ILSVRC2012_val_00026665,n13054560 72 7 225 179 n13054560 212 36 300 174 n13054560 224 178 309 256 n13054560 200 213 257 270 n13054560 163 221 260 271 n13054560 91 139 138 201 ,n13054560
ILSVRC2012_val_00049555,n13133613 344 60 471 446 ,n13133613
ILSVRC2012_val_00038340,n15075141 78 200 404 385 ,n15075141
